Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
513,8口交换机（银色）,YD25-UniFi交换机（8口）-001,YOZAsB,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
514,8口交换机（银色）,YD25-UniFi交换机（8口）-002,7r4uHI,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
515,8口交换机（银色）,YD25-UniFi交换机（8口）-003,oyamOD,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
516,8口交换机（银色）,YD25-UniFi交换机（8口）-004,wGI30f,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
517,8口交换机（银色）,YD25-UniFi交换机（8口）-005,yPM76u,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
518,8口交换机（银色）,YD25-UniFi交换机（8口）-006,0xAam8,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
519,8口交换机（银色）,YD25-UniFi交换机（8口）-007,TzASYT,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
520,8口交换机（银色）,YD25-UniFi交换机（8口）-008,NjEinT,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
521,8口交换机（银色）,YD25-UniFi交换机（8口）-009,23jLw8,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
522,8口交换机（银色）,YD25-UniFi交换机（8口）-010,APUS33,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
523,8口交换机（银色）,YD25-UniFi交换机（8口）-011,rNb8Lt,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
524,8口交换机（银色）,YD25-UniFi交换机（8口）-012,ibhTAD,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
525,8口交换机（银色）,YD25-UniFi交换机（8口）-013,AXIpND,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
526,8口交换机（银色）,YD25-UniFi交换机（8口）-014,ks9NaW,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
527,8口交换机（银色）,YD25-UniFi交换机（8口）-015,LXr2DK,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
528,8口交换机（银色）,YD25-UniFi交换机（8口）-016,jz7HTN,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
529,8口交换机（银色）,YD25-UniFi交换机（8口）-017,m2hfAs,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
530,8口交换机（银色）,YD25-UniFi交换机（8口）-018,IQ15cg,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
531,8口交换机（银色）,YD25-UniFi交换机（8口）-019,hX61IR,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
532,8口交换机（银色）,YD25-UniFi交换机（8口）-020,6OvDei,UNIFI,US-8-60W,1,台,电源适配器、电源线,,,,
,,,,,,,,,,,,
533,8口交换机,YD25-CISCO交换机（8口）-001,DNI20510APZ,思科,SG95D-08,1,台,电源线*1,,,,
,,,,,,,,,,,,
534,8口交换机,YD25-TP-LINK交换机（8口）-001,08610707716,TP-LINK,TL-SF1008+,1,台,电源线*1,,,,
,,,,,,,,,,,,
535,16口交换机（白色）,YD25-UniFi16口交换机-001,FxVY32,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
536,16口交换机（白色）,YD25-UniFi16口交换机-002,JQE7Ez,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
537,16口交换机（白色）,YD25-UniFi16口交换机-003,yk4UZp,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
538,16口交换机（白色）,YD25-UniFi16口交换机-004,mmeQAN,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
539,16口交换机（白色）,YD25-UniFi16口交换机-005,WXjp3z,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
540,16口交换机（白色）,YD25-UniFi16口交换机-006,W5xevX,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
541,16口交换机（白色）,YD25-UniFi16口交换机-007,P7HZEY,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
542,16口交换机（白色）,YD25-UniFi16口交换机-008,Tq6H3J,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
543,16口交换机（白色）,YD25-UniFi16口交换机-009,rExupQ,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
544,16口交换机（白色）,YD25-UniFi16口交换机-010,JQAfmr,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
545,16口交换机（白色）,YD25-UniFi16口交换机-011,9u3A2y,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
546,16口交换机（白色）,YD25-UniFi16口交换机-012,JJxMMr,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
547,16口交换机（白色）,YD25-UniFi16口交换机-013,6Fnb1p,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
548,16口交换机（白色）,YD25-UniFi16口交换机-014,6T6JNj,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
549,16口交换机（白色）,YD25-UniFi16口交换机-015,xwpPMX,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
550,16口交换机（白色）,YD25-UniFi16口交换机-016,MrNPYQ,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
551,16口交换机（白色）,YD25-UniFi16口交换机-017,r2KHRT,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
552,16口交换机（白色）,YD25-UniFi16口交换机-018,vVWaac,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
553,16口交换机（白色）,YD25-UniFi16口交换机-019,Y2AKxs,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
554,16口交换机（白色）,YD25-UniFi16口交换机-020,J6xjUH,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
555,16口交换机（白色）,YD25-UniFi16口交换机-021,HnNnzR,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
556,16口交换机（白色）,YD25-UniFi16口交换机-022,P18rCW,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
557,16口交换机（白色）,YD25-UniFi16口交换机-023,BJLBpy,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
558,16口交换机（白色）,YD25-UniFi16口交换机-024,uMT2EY,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
559,16口交换机（白色）,YD25-UniFi16口交换机-025,TUNftr,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
560,16口交换机（白色）,YD25-UniFi16口交换机-026,D7vEjk,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
561,16口交换机（白色）,YD25-UniFi16口交换机-027,9dDYem,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
562,16口交换机（白色）,YD25-UniFi16口交换机-028,F05erv,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
563,16口交换机（白色）,YD25-UniFi16口交换机-029,6uAyzU,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
564,16口交换机（白色）,YD25-UniFi16口交换机-030,uFQu72,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
565,16口交换机（白色）,YD25-UniFi16口交换机-031,EernV6,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
566,16口交换机（白色）,YD25-UniFi16口交换机-032,ivSvtQ,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
567,16口交换机（白色）,YD25-UniFi16口交换机-033,phzAki,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
568,16口交换机（白色）,YD25-UniFi16口交换机-034,UQKCu7,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
569,16口交换机（白色）,YD25-UniFi16口交换机-035,2aUkVk,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
570,16口交换机（白色）,YD25-UniFi16口交换机-036,hhXDF1,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
571,16口交换机（白色）,YD25-UniFi16口交换机-037,ZThFZU,UNIFI,USW-Lite-16-PoE,1,台,电源线*1,,,,
572,16口交换机,YD25-16口UniFi交换机(大)-001,7z6qtj,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
573,16口交换机,YD25-16口UniFi交换机(大)-002,HCF7f2,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
574,16口交换机,YD25-16口UniFi交换机(大)-003,eKeUcz,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
575,16口交换机,YD25-16口UniFi交换机(大)-004,QZU26a,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
576,16口交换机,YD25-16口UniFi交换机(大)-005,arvZaW,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
577,16口交换机,YD25-16口UniFi交换机(大)-006,hy2TeP,UNIFI,USW-16-PoE,1,台,电源线*1,,,,
578,16口交换机,YD25-16口UniFi交换机(大)-007,fqYRz6,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
579,16口交换机,YD25-16口UniFi交换机(大)-008,zhN6vQ,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
580,16口交换机,YD25-16口UniFi交换机(大)-009,F2fRAR,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
581,16口交换机,YD25-16口UniFi交换机(大)-010,pRpCX6,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
582,16口交换机,YD25-16口UniFi交换机(大)-011,nwNpXv,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
583,16口交换机,YD25-16口UniFi交换机(大)-012,EUv6CQ,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
584,16口交换机,YD25-16口UniFi交换机(大)-013,WeR7JR,UNIFI,USW-16-PoE,1,台,无,,,,
585,16口交换机,YD25-16口UniFi交换机(大)-014,xuJVkP,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
586,16口交换机,YD25-16口UniFi交换机(大)-015,27UYkn,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
587,16口交换机,YD25-16口UniFi交换机(大)-016,kHmZCh,UNIFI,USW-16-PoE,1,台,一个安装片、一袋螺丝、电源线,,,,
588,16口交换机,YD25-16口UniFi交换机(大)-017,Pv6C67,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
589,16口交换机,YD25-16口UniFi交换机(大)-018,Ar7XyT,UNIFI,USW-16-PoE,1,台,电源线*1,,,,
590,16口交换机,YD25-16口UniFi交换机(大)-019,vPK3PT,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
591,16口交换机,YD25-16口UniFi交换机(大)-020,ZnqcnM,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
592,16口交换机,YD25-16口UniFi交换机(大)-021,TVkWpX,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
593,16口交换机,YD25-16口UniFi交换机(大)-022,mpRmrZ,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
594,16口交换机,YD25-16口UniFi交换机(大)-023,WWPUXT,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
595,16口交换机,YD25-16口UniFi交换机(大)-024,p7jvF7,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
596,16口交换机,YD25-16口UniFi交换机(大)-025,nnrTeq,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
597,16口交换机,YD25-16口UniFi交换机(大)-026,QYYE6c,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
598,16口交换机,YD25-16口UniFi交换机(大)-027,7tua4J,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
599,16口交换机,YD25-16口UniFi交换机(大)-028,nehHc6,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
600,16口交换机,YD25-16口UniFi交换机(大)-029,6VZFqy,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
601,16口交换机,YD25-16口UniFi交换机(大)-030,6jxR6z,UNIFI,USW-16-PoE,1,台,两个安装片、一袋螺丝、电源线,,,,
,,,,,,,,,,,,
602,16口交换机,YD25-16口UniFi交换机(大)-031,7483C24B7C1A,UNIFI,US-16-150W,1,台,电源线*1,,,,
603,16口交换机,YD25-16口UniFi交换机(大)-032,7483C24B7A5B,UNIFI,US-16-150W,1,台,电源线*1,,,,
,,,,,,,,,,,,
604,24口交换机,YD25-TP-LINK24口交换机-001,1245332000093,TP-LINK,TL-SE2226,1,台,电源线*1,,,,
,,,,,,,,,,,,
605,24口交换机,YD25-H3C24口交换机-001,,H3C,H3CS5024X-HPWR-EI,1,台,,,,在北京,
,,,,,,,,,,,,
606,48口交换机,YD25-H3C48口交换机-001,219801A2H5P2570000JW,H3C,H3C S5570S-54S-EI,1,台,电源线、光纤跳线,,,,
607,48口交换机,YD25-H3C48口交换机-002,219801A2H5P2570000K1,H3C,H3C S5570S-54S-EI,1,台,电源线,,,,
608,48口交换机,YD25-H3C48口交换机-003,219801A2H5P2570000KW,H3C,H3C S5570S-54S-EI,1,台,电源线、光纤跳线,,,,
609,48口交换机,YD25-H3C48口交换机-008,219801A2H5P2570000LH,H3C,H3C S5570S-54S-EI,1,台,电源线,,,,
610,48口交换机,YD25-H3C48口交换机-004,6600513627899,H3C,H3C S5570S-54S-EI-AC,1,台,电源线、光纤跳线,,,,
611,48口交换机,YD25-H3C48口交换机-005,6600513627790,H3C,H3C S5570S-54S-EI-AC,1,台,电源线,,,,
612,48口交换机,YD25-H3C48口交换机-006,6600513627912,H3C,H3C S5570S-54S-EI-AC,1,台,电源线,,,,
613,48口交换机,YD25-H3C48口交换机-007,6600513627950,H3C,H3C S5570S-54S-EI-AC,1,台,电源线,,,,
,,,,,,,,,,,,
614,安全网关,YD25-安全网关-001,00556-BE8BU-2700H-1J4GD-441E3,,DAS-Firewall-CB200,1,台,网线转信号线、网线、充电线,,,,
,,,,,,,,,,,,
615,H3C交换机电源,YD25-H3C交换机电源-001,231221000002HQ,H3C,CA-70A12,1,台,电源线*1,,,,
616,H3C交换机电源,YD25-H3C交换机电源-002,2312210000037Z,H3C,CA-70A12,1,台,电源线*1,,,,
617,H3C交换机电源,YD25-H3C交换机电源-003,231221000002K9,H3C,CA-70A12,1,台,电源线*1,,,,
618,H3C交换机电源,YD25-H3C交换机电源-004,231221000002HP,H3C,CA-70A12,1,台,电源线*1,,,,
619,H3C交换机电源,YD25-H3C交换机电源-005,231221000002RB,H3C,CA-70A12,1,台,电源线*1,,,,
620,H3C交换机电源,YD25-H3C交换机电源-006,231221000002JR,H3C,CA-70A12,1,台,无,,,,
621,H3C交换机电源,YD25-H3C交换机电源-007,231221000002QW,H3C,CA-70A12,1,台,电源线*1,,,,
622,H3C交换机电源,YD25-H3C交换机电源-008,231221000002QX,H3C,CA-70A12,1,台,电源线*1,,,,
,,,,,,,,,,,,
623,墨舞笔记本,YD25-墨舞笔记本-001,NXVMZCN005321016B62N00,宏基,N20H1,1,台,充电器*1,,,,
624,墨舞笔记本,YD25-墨舞笔记本-002,NXVMZCN0053250598E2N00,宏基,N20H1,1,台,充电器*1,,,,
625,墨舞笔记本,YD25-墨舞笔记本-003,NXVMZCN005325059A72N00,宏基,N20H1,1,台,充电器*1,,,,
626,墨舞笔记本,YD25-墨舞笔记本-004,NXVMZCN0053250596E2N00,宏基,N20H1,1,台,充电器*1,,,,
627,墨舞笔记本,YD25-墨舞笔记本-005,NXVMZCN005325059702N00,宏基,N20H1,1,台,充电器*1,,,,
628,墨舞笔记本,YD25-墨舞笔记本-006,NXVMZCN0053250593B2N00,宏基,N20H1,1,台,充电器*1,,,,
629,墨舞笔记本,YD25-墨舞笔记本-007,NXVMZCN0053250596A2N00,宏基,N20H1,1,台,充电器*1,,,,
630,墨舞笔记本,YD25-墨舞笔记本-008,NXVMZCN005325059382N00,宏基,N20H1,1,台,充电器*1,,,,
631,墨舞笔记本,YD25-墨舞笔记本-009,NXVMZCN005321016C92N00,宏基,N20H1,1,台,充电器*1,,,,
632,墨舞笔记本,YD25-墨舞笔记本-010,NXVMZCN0053250599C2N00,宏基,N20H1,1,台,充电器*1,,,,
,,,,,,,,,,,,
633,松下安卓平板,YD25-松下平板-001,2KKKA12874,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
634,松下安卓平板,YD25-松下平板-002,2KKKA12883,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
635,松下安卓平板,YD25-松下平板-003,2KKKA12882,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
636,松下安卓平板,YD25-松下平板-004,2KKKA12908,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
637,松下安卓平板,YD25-松下平板-005,2KKKA12890,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
638,松下安卓平板,YD25-松下平板-006,2KKKA12868,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
639,松下安卓平板,YD25-松下平板-007,2KKKA12896,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
640,松下安卓平板,YD25-松下平板-008,2KKKA12871,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
641,松下安卓平板,YD25-松下平板-009,2KKKA12901,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
642,松下安卓平板,YD25-松下平板-010,2KKKA12888,松下,FZ-S1RLAAAR,1,台,充电器*1,,,,
,,,,,,,,,,,,
643,松下Wins小平板,YD25-小平板-001,7ITSA25873,松下,FZ-M1E,1,台,充电器*1,,,,
644,松下Wins小平板,YD25-小平板-002,7ITSA47995,松下,FZ-M1E,1,台,充电器*1,,,,
645,松下Wins小平板,YD25-小平板-003,7ITSA47974,松下,FZ-M1E,1,台,充电器*1,,,,
646,松下Wins小平板,YD25-小平板-004,7ITSA47984,松下,FZ-M1E,1,台,充电器*1,,,,
647,松下Wins小平板,YD25-小平板-005,7ITSA25872,松下,FZ-M1E,1,台,充电器*1,,,,
648,松下Wins小平板,YD25-小平板-006,7ITSA47941,松下,FZ-M1E,1,台,充电器*1,,,,
649,松下Wins小平板,YD25-小平板-007,7ITSA47942,松下,FZ-M1E,1,台,充电器*1,,,,
650,松下Wins小平板,YD25-小平板-008,7ITSA47937,松下,FZ-M1E,1,台,充电器*1,,,,
651,松下Wins小平板,YD25-小平板-009,7ITSA47944,松下,FZ-M1E,1,台,充电器*1,,,,
652,松下Wins小平板,YD25-小平板-010,7ITSA47977,松下,FZ-M1E,1,台,充电器*1,,,,
653,松下Wins小平板,YD25-小平板-011,7ITSA47967,松下,FZ-M1E,1,台,充电器*1,,,,
654,松下Wins小平板,YD25-小平板-012,7ITSA47953,松下,FZ-M1E,1,台,充电器*1,,,,
655,松下Wins小平板,YD25-小平板-013,OJTSC18842,松下,FZ-M1H,1,台,充电器*1,,,带激光,
656,松下Wins小平板,YD25-小平板-014,OJTSC18845,松下,FZ-M1H,1,台,充电器*1,,,带激光,
657,松下Wins小平板,YD25-小平板-015,OJTSC18850,松下,FZ-M1H,1,台,充电器*1,,,带激光,
658,松下Wins小平板,YD25-小平板-016,OJTSC18848,松下,FZ-M1H,1,台,充电器*1,,,带激光,
,,,,,,,,,,,,
659,松下Wins大平板,YD25-大平板-001,6LTSA02554,松下,FZ-G1R,1,台,充电器*1,,,,
660,松下Wins大平板,YD25-大平板-002,6LTSA02552,松下,FZ-G1R,1,台,充电器*1,,,,
661,松下Wins大平板,YD25-大平板-003,6LTSA02531,松下,FZ-G1R,1,台,充电器*1,,,,
662,松下Wins大平板,YD25-大平板-004,6LTSA02545,松下,FZ-G1R,1,台,无,,,,
,,,,,,,,,,,,
663,小平板电池,YD25-松下平板电池-001,K64H-00411,松下,FZ-VZSU94R,1,块,无,,,,
664,小平板电池,YD25-松下平板电池-002,K64H-00130,松下,FZ-VZSU94R,1,块,无,,,,
665,小平板电池,YD25-松下平板电池-003,K64H-00119,松下,FZ-VZSU94R,1,块,无,,,,
666,小平板电池,YD25-松下平板电池-004,K64H-00138,松下,FZ-VZSU94R,1,块,无,,,,
667,小平板电池,YD25-松下平板电池-005,K64H-00101,松下,FZ-VZSU94R,1,块,无,,,,
668,小平板电池,YD25-松下平板电池-006,H55G-00097,松下,FZ-VZSU94R,1,块,无,,,,
669,小平板电池,YD25-松下平板电池-007,J5KH-01403,松下,FZ-VZSU94R,1,块,无,,,,
670,小平板电池,YD25-松下平板电池-008,J48H-00018,松下,FZ-VZSU94R,1,块,无,,,,
671,小平板电池,YD25-松下平板电池-009,K64H-00410,松下,FZ-VZSU94R,1,块,无,,,,
672,小平板电池,YD25-松下平板电池-010,K64H-00120,松下,FZ-VZSU94R,1,块,无,,,,
673,小平板电池,YD25-松下平板电池-011,K64H-00142,松下,FZ-VZSU94R,1,块,无,,,,
674,小平板电池,YD25-松下平板电池-012,K64H-00430,松下,FZ-VZSU94R,1,块,无,,,,
675,小平板电池,YD25-松下平板电池-013,K64H-00438,松下,FZ-VZSU94R,1,块,无,,,,
676,小平板电池,YD25-松下平板电池-014,K64H-00394,松下,FZ-VZSU94R,1,块,无,,,,
677,小平板电池,YD25-松下平板电池-015,J5KH-01334,松下,FZ-VZSU94R,1,块,无,,,,
678,小平板电池,YD25-松下平板电池-016,J5KH-01438,松下,FZ-VZSU94R,1,块,无,,,,
679,小平板电池,YD25-松下平板电池-017,H2KG-00469,松下,FZ-VZSU94R,1,块,无,,,,
680,小平板电池,YD25-松下平板电池-018,J6EH-00029,松下,FZ-VZSU94R,1,块,无,,,,
681,小平板电池,YD25-松下平板电池-019,F7GB-01489,松下,FZ-VZSU94W,1,块,无,,,,
682,小平板电池,YD25-松下平板电池-020,H55G-00036,松下,FZ-VZSU94R,1,块,无,,,,
683,小平板电池,YD25-松下平板电池-021,K64H-00122,松下,FZ-VZSU94R,1,块,无,,,,
684,小平板电池,YD25-松下平板电池-022,K64H-00134,松下,FZ-VZSU94R,1,块,无,,,,
685,小平板电池,YD25-松下平板电池-023,J5KH-01350,松下,FZ-VZSU94R,1,块,无,,,,
686,小平板电池,YD25-松下平板电池-024,G71G-00094,松下,FZ-VZSU95R,1,块,无,,,,
687,小平板电池,YD25-松下平板电池-025,J25G-00168,松下,FZ-VZSU95R,1,块,无,,,,
688,小平板电池,YD25-松下平板电池-026,J25G-00230,松下,FZ-VZSU95R,1,块,无,,,,
689,小平板电池,YD25-松下平板电池-027,J25G-00249,松下,FZ-VZSU95R,1,块,无,,,,
690,小平板电池,YD25-松下平板电池-028,G71G-00080,松下,FZ-VZSU95R,1,块,无,,,,
691,小平板电池,YD25-松下平板电池-029,FBVB-00058,松下,FZ-VZSU95R,1,块,无,,,,
692,小平板电池,YD25-松下平板电池-030,FBVB-00044,松下,FZ-VZSU95R,1,块,无,,,,
693,小平板电池,YD25-松下平板电池-031,FBVB-00045,松下,FZ-VZSU95R,1,块,无,,,,
694,小平板电池,YD25-松下平板电池-032,FBVB-00022,松下,FZ-VZSU95R,1,块,无,,,,
695,小平板电池,YD25-松下平板电池-033,FBVB-00056,松下,FZ-VZSU95R,1,块,无,,,,
696,小平板电池,YD25-松下平板电池-034,FBVB-00008,松下,FZ-VZSU95R,1,块,无,,,,
697,小平板电池,YD25-松下平板电池-035,FBVB-00033,松下,FZ-VZSU95R,1,块,无,,,,
698,大平板电池,YD25-松下大平板电池-001,K8DH-00007,松下,FZ-VZSU84A2R,1,块,无,,,,
699,大平板电池,YD25-松下大平板电池-002,K8DH-00082,松下,FZ-VZSU84A2R,1,块,无,,,,
700,大平板电池,YD25-松下大平板电池-003,K8DH-00100,松下,FZ-VZSU84A2R,1,块,无,,,,
701,大平板电池,YD25-松下大平板电池-004,K8DH-00165,松下,FZ-VZSU84A2R,1,块,无,,,,
702,大平板电池,YD25-松下大平板电池-005,F47C-01028,松下,FZ-VZSU88U,1,块,无,,,,
703,大平板电池,YD25-松下大平板电池-006,F47C-01042,松下,FZ-VZSU88U,1,块,无,,,,
704,大平板电池,YD25-松下大平板电池-007,F47C-01052,松下,FZ-VZSU88U,1,块,无,,,,
705,大平板电池,YD25-松下大平板电池-008,F47C-01167,松下,FZ-VZSU88U,1,块,无,,,,
,,,,,,,,,,,,
706,松下平板电池座充,YD25-松下电池座充-001,9JTSA01139,松下,FZ-VCBM11R,1,个,无,,,,
707,松下平板电池座充,YD25-松下电池座充-002,9JTSA01138,松下,FZ-VCBM11R,1,个,无,,,,
708,松下平板电池座充,YD25-松下电池座充-003,9JTSA01137,松下,FZ-VCBM11R,1,个,无,,,,
,,,,,,,,,,,,
709,1.8M摄像机支架,YD25-摄像机支架（NX800/Z200）-001,20260106001,,FB-VSA16,1,个,云台滑片*1、手摇杆*1，支架包*1,,,,
710,1.8M摄像机支架,YD25-摄像机支架（NX800/Z200）-002,20260106002,,FB-VSA16,1,个,云台滑片*1、手摇杆*1，支架包*1,,,,
711,1.8M摄像机支架,YD25-摄像机支架（NX800/Z200）-003,20260106003,,FB-VSA16,1,个,云台滑片*1、手摇杆*1，支架包*1,,,,
712,1.8M摄像机支架,YD25-摄像机支架（NX800/Z200）-004,20260106004,,FB-VSA16,1,个,云台滑片*1、手摇杆*1，支架包*1,,,,
713,1.6M摄像机支架,YD25-摄像机支架-001,20260106005,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,脚很紧,
714,1.6M摄像机支架,YD25-摄像机支架-002,20260106006,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,脚稍微有点紧,
715,1.6M摄像机支架,YD25-摄像机支架-003,20260106007,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
716,1.6M摄像机支架,YD25-摄像机支架-004,20260106008,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
717,1.6M摄像机支架,YD25-摄像机支架-005,20260106009,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
718,1.6M摄像机支架,YD25-摄像机支架-006,20260106010,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
719,1.6M摄像机支架,YD25-摄像机支架-007,20260106011,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
720,1.6M摄像机支架,YD25-摄像机支架-008,20260106012,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
721,1.6M摄像机支架,YD25-摄像机支架-009,20260106013,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
722,1.6M摄像机支架,YD25-摄像机支架-010,20260106014,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
723,1.6M摄像机支架,YD25-摄像机支架-011,20260106015,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
724,1.6M摄像机支架,YD25-摄像机支架-012,20260106016,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
725,1.6M摄像机支架,YD25-摄像机支架-013,20260106017,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
726,1.6M摄像机支架,YD25-摄像机支架-014,20260106018,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
727,1.6M摄像机支架,YD25-摄像机支架-015,20260106019,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
728,1.6M摄像机支架,YD25-摄像机支架-016,20260106020,云腾,VCT-880RM,1,个,云台滑片*1，支架包*1,,,,
